Date,Day,Unix_Time_Stamp,Transactions,Address,Price,Price_Change,Supply,Hashrate,Block_Difficulty,Block_Size,Market_Cap
7/30/15,Thu,1438214400,8893,9205,0,0,72049306.59,23.7569,0.121,644,0
7/31/15,Fri,1438300800,0,9361,0,0,72085498.31,48.1584,0.603,582,0
8/1/15,Sat,1438387200,0,9476,0,0,72113204.25,55.2709,0.887,575,0
8/2/15,Sun,1438473600,0,9563,0,0,72141427.69,64.1779,1.02,581,0
8/3/15,Mon,1438560000,0,9639,0,0,72169404.41,69.8559,1.126,587,0
8/4/15,Tue,1438646400,0,9696,0,0,72197882.84,76.6115,1.217,587,0
8/5/15,Wed,1438732800,0,9749,0,0,72225411.44,81.9449,1.328,579,0
8/6/15,Thu,1438819200,0,9790,0,0,72252486.91,82.9366,1.381,584,0
8/7/15,Fri,1438905600,2050,10314,3,0,72279924.56,89.6063,1.471,633,216.8397737
8/8/15,Sat,1438992000,2881,10730,1.2,-0.6,72307868,97.6083,1.586,668,86.7694416
8/9/15,Sun,1439078400,1329,11004,1.2,0,72335046.28,102.5407,1.709,618,86.80205554
8/10/15,Mon,1439164800,2037,11679,0,-1,72362863.63,113.1109,1.838,631,0
8/11/15,Tue,1439251200,4963,13576,0.99,0,72390891.44,126.6631,2.036,692,71.66698252
8/12/15,Wed,1439337600,2036,13913,1.29,0.303030303,72418262.38,132.7661,2.207,653,93.41955846
8/13/15,Thu,1439424000,2842,14459,1.88,0.457364341,72446530.5,144.8995,2.337,666,136.1994773
8/14/15,Fri,1439510400,3174,15024,1.79,-0.04787234,72477637.22,183.5527,2.671,660,129.7349706
8/15/15,Sat,1439596800,2284,15407,1.79,0,72506149.88,213.9622,3.378,638,129.7860083
8/17/15,Mon,1439769600,2512,15693,1.3,-0.273743017,72534268.78,245.4865,3.908,635,94.29454942
8/16/15,Sun,1439683200,2440,15984,1.37,0.053846154,72561363.31,220.8548,3.632,641,99.40906774
8/18/15,Tue,1439856000,2494,16268,1.36,-0.00729927,72587526.13,253.7123,4.378,648,98.71903553
8/19/15,Wed,1439942400,3246,16553,1.24,-0.088235294,72614808.16,269.2527,4.42,653,90.04236211
8/20/15,Thu,1440028800,2303,16773,1.52,0.225806452,72635865.19,252.3917,4.469,650,110.4065151
8/21/15,Fri,1440115200,3919,17070,1.44,-0.052631579,72662556.13,263.4014,4.415,668,104.6340808
8/22/15,Sat,1440201600,3579,17313,1.4,-0.027777778,72690106.59,298.2545,4.828,648,101.7661492
8/23/15,Sun,1440288000,4190,17662,1.35,-0.035714286,72716362.22,303.082,5.138,681,98.167089
8/24/15,Mon,1440374400,4432,17839,1.24,-0.081481481,72743695.5,314.6624,5.179,673,90.20218242
8/25/15,Tue,1440460800,4487,18089,1.27,0.024193548,72770431.59,309.2154,5.173,680,92.41844812
8/26/15,Wed,1440547200,4156,18298,1.18,-0.070866142,72796569.56,327.8673,5.587,669,85.89995208
8/27/15,Thu,1440633600,5590,18508,1.14,-0.033898305,72821102.38,327.6196,5.925,708,83.01605671
8/28/15,Fri,1440720000,4758,18687,1.3,0.140350877,72845327.53,340.1254,6.251,691,94.69892579
8/29/15,Sat,1440806400,4139,18815,1.18,-0.092307692,72867852.53,339.3919,6.658,682,85.98406599
8/30/15,Sun,1440892800,4572,19017,1.32,0.118644068,72889306.13,332.4474,6.781,689,96.21388409
8/31/15,Mon,1440979200,5196,19168,1.31,-0.007575758,72910599.56,351.2291,7.214,731,95.51288543
9/1/15,Tue,1441065600,5153,19349,1.36,0.038167939,72930942.53,354.1181,7.641,741,99.18608184
9/2/15,Wed,1441152000,5195,19500,1.14,-0.161764706,72949329.88,349.6263,8.284,766,83.16223606
9/3/15,Thu,1441238400,4777,19646,1.23,0.078947368,72966710.81,331.5756,8.355,755,89.7490543
9/4/15,Fri,1441324800,5642,19791,1.35,0.097560976,72989792.69,340.3879,6.47,762,98.53622013
9/5/15,Sat,1441411200,5519,19955,1.37,0.014814815,73015421.75,361.5994,6.235,753,100.0311278
9/6/15,Sun,1441497600,5521,20081,1.34,-0.02189781,73041590.03,371.3126,6.305,733,97.87573064
9/7/15,Mon,1441584000,5702,20308,1.28,-0.044776119,73067050.5,360.9598,6.339,753,93.52582464
9/8/15,Tue,1441670400,5622,20433,1.26,-0.015625,73092943,352.7229,6.077,759,92.09710818
9/9/15,Wed,1441756800,5604,20609,1.21,-0.03968254,73119370.66,368.0392,6.202,765,88.47443849
9/10/15,Thu,1441843200,5341,20711,1.19,-0.016528926,73145814.88,371.1206,6.29,730,87.0435197
9/11/15,Fri,1441929600,6460,20897,0.92,-0.226890756,73173054.72,397.2576,6.562,736,67.31921034
9/12/15,Sat,1442016000,5596,21043,1.15,0.25,73199455.81,405.6008,6.833,761,84.17937418
9/13/15,Sun,1442102400,6057,21252,0.89,-0.226086957,73225627.22,412.3321,7.022,764,65.17080822
9/14/15,Mon,1442188800,5572,21409,0.96,0.078651685,73251215.34,380.4038,6.626,771,70.32116673
9/15/15,Tue,1442275200,5409,21581,0.95,-0.010416667,73276830.66,366.6357,6.419,755,69.61298912
9/16/15,Wed,1442361600,5872,21719,0.94,-0.010526316,73303148.78,362.0796,6.179,739,68.90495985
9/17/15,Thu,1442448000,5368,21826,0.88,-0.063829787,73328584.41,342.0493,6.04,753,64.52915428
9/18/15,Fri,1442534400,5802,21999,0.85,-0.034090909,73354486.13,326.1315,5.653,785,62.35131321
9/19/15,Sat,1442620800,5205,22106,0.89,0.047058824,73381665.81,332.9998,5.548,735,65.30968257
9/20/15,Sun,1442707200,6402,22230,0.89,0,73409648.47,390.7766,6.202,766,65.33458714
9/21/15,Mon,1442793600,6305,22363,0.94,0.056179775,73436300.34,393.8171,6.541,779,69.03012232
9/22/15,Tue,1442880000,6804,22496,0.81,-0.138297872,73462670.66,395.4227,6.624,807,59.50476323
9/23/15,Wed,1442966400,7404,22648,0.91,0.12345679,73489750.97,422.5629,6.895,784,66.87567338
9/24/15,Thu,1443052800,6224,22783,0.8,-0.120879121,73516136.75,417.591,7.029,782,58.8129094
9/25/15,Fri,1443139200,5851,22902,0.68,-0.15,73543140.19,421.4033,6.977,767,50.00933533
9/26/15,Sat,1443225600,5907,22964,0.77,0.132352941,73569050.5,423.4245,7.227,765,56.64816889
9/27/15,Sun,1443312000,5760,23045,0.7,-0.090909091,73594061.59,412.8378,7.253,725,51.51584312
9/28/15,Mon,1443398400,6123,23160,0.6,-0.142857143,73618775.81,379.0354,6.747,755,44.17126549
9/29/15,Tue,1443484800,5738,23283,0.68,0.133333333,73643144.25,330.5963,6.057,762,50.07733809
9/30/15,Wed,1443571200,5870,23385,0.71,0.044117647,73668238,315.1845,5.625,742,52.30444898
10/1/15,Thu,1443657600,6421,23482,0.65,-0.084507042,73695660.03,347.9262,5.653,741,47.90217902
10/2/15,Fri,1443744000,6063,23563,0.66,0.015384615,73722573.16,364.9391,5.982,773,48.65689828
10/3/15,Sat,1443830400,6112,23689,0.68,0.03030303,73749026.91,378.3587,6.291,769,50.1493383
10/4/15,Sun,1443916800,6624,23777,0.61,-0.102941176,73774507.06,360.3209,6.206,776,45.00244931
10/5/15,Mon,1444003200,6279,23909,0.61,0,73800643.94,373.8427,6.285,771,45.0183928
10/6/15,Tue,1444089600,6458,24005,0.65,0.06557377,73825680.5,361.6866,6.276,781,47.98669233
10/7/15,Wed,1444176000,7121,24102,0.6,-0.076923077,73851814.09,354.5899,5.984,808,44.31108846
10/8/15,Thu,1444262400,6926,24168,0.62,0.033333333,73878596.28,364.4138,5.978,789,45.80472969
10/9/15,Fri,1444348800,6763,24243,0.64,0.032258065,73904043.94,355.5959,6.123,779,47.29858812
10/10/15,Sat,1444435200,6529,24303,0.64,0,73929543.63,351.084,6.032,778,47.31490792
10/11/15,Sun,1444521600,6023,24359,0.6,-0.0625,73956054.41,368.0058,6.139,748,44.37363264
10/12/15,Mon,1444608000,6593,24473,0.63,0.05,73982854.41,378.7687,6.145,787,46.60919828
10/13/15,Tue,1444694400,6818,24675,0.6,-0.047619048,74009522.69,384.9138,6.357,818,44.40571361
10/14/15,Wed,1444780800,6830,24906,0.5,-0.166666667,74035398.31,379.3914,6.482,791,37.01769916
10/15/15,Thu,1444867200,6499,25142,0.56,0.12,74061008.78,361.6693,6.209,824,41.47416492
10/16/15,Fri,1444953600,6795,25248,0.53,-0.053571429,74086450.19,336.9025,5.815,827,39.2658186
10/17/15,Sat,1445040000,6567,25356,0.52,-0.018867925,74112900.81,360.0608,6.004,788,38.53870842
10/18/15,Sun,1445126400,6481,25489,0.51,-0.019230769,74138749.09,349.8902,5.974,812,37.81076204
10/19/15,Mon,1445212800,6604,25729,0.5,-0.019607843,74164715.81,347.3344,5.922,802,37.08235791
10/20/15,Tue,1445299200,5897,25828,0.44,-0.12,74190908.31,343.9115,5.835,770,32.64399966
10/22/15,Thu,1445472000,5979,25982,0.61,0.386363636,74216239.09,326.6268,5.734,782,45.27190585
10/21/15,Wed,1445385600,6182,26244,0.42,-0.31147541,74242285.5,346.8015,5.876,774,31.18175991
10/23/15,Fri,1445558400,6888,26449,0.56,0.333333333,74269844.09,365.8809,5.879,818,41.59111269
10/24/15,Sat,1445644800,6361,26892,0.56,0,74296959.09,387.2388,6.288,771,41.60629709
10/25/15,Sun,1445731200,5830,27220,0.62,0.107142857,74323773.31,399.05,6.589,751,46.08073945
10/26/15,Mon,1445817600,5938,27534,0.71,0.14516129,74349688.63,379.5194,6.541,765,52.78827892
10/27/15,Tue,1445904000,6784,27744,0.83,0.169014085,74377214.88,402.6895,6.542,815,61.73308835
10/28/15,Wed,1445990400,7346,27918,0.99,0.192771084,74403563.31,399.8592,6.846,808,73.65952768
10/29/15,Thu,1446076800,7836,28188,1.12,0.131313131,74431070.34,428.9193,7.04,814,83.36279879
10/30/15,Fri,1446163200,7941,28770,1.14,0.017857143,74458794.25,461.8848,7.429,781,84.88302545
10/31/15,Sat,1446249600,7557,29166,0.87,-0.236842105,74486542.06,474.3059,7.793,812,64.80329159
11/1/15,Sun,1446336000,6915,29676,0.99,0.137931034,74514722.22,475.3902,7.781,783,73.769575
11/2/15,Mon,1446422400,6558,29973,0.99,0,74541856.44,458.2611,7.69,779,73.79643787
11/3/15,Tue,1446508800,7399,30326,1.06,0.070707071,74569462.22,441.5678,7.333,844,79.04362995
11/4/15,Wed,1446595200,7037,30608,0.8,-0.245283019,74597178.63,465.7518,7.743,762,59.6777429
11/5/15,Thu,1446681600,7498,30815,0.88,0.1,74624470.03,455.3749,7.582,813,65.66953363
11/6/15,Fri,1446768000,7882,30968,0.99,0.125,74651892.22,464.8882,7.592,812,73.9053733
11/7/15,Sat,1446854400,10996,31514,0.93,-0.060606061,74678607.53,443.1504,7.55,1005,69.451105
11/8/15,Sun,1446940800,12413,32153,1,0.075268817,74705896.59,459.0328,7.709,1015,74.70589659
11/9/15,Mon,1447027200,7689,32455,1,0,74732956.13,461.3202,7.754,786,74.73295613
11/10/15,Tue,1447113600,8151,32634,0.9,-0.1,74760400.19,463.7579,7.76,834,67.28436017
11/11/15,Wed,1447200000,10217,32804,0.75,-0.166666667,74788226.75,454.769,7.673,1044,56.09117006
11/12/15,Thu,1447286400,9534,32918,0.88,0.173333333,74816251.28,465.8401,7.746,874,65.83830113
11/13/15,Fri,1447372800,7891,33055,0.9,0.022727273,74844436.44,479.0797,7.87,808,67.35999279
11/14/15,Sat,1447459200,7211,33157,0.88,-0.022222222,74872794.09,481.9432,7.913,938,65.8880588
11/15/15,Sun,1447545600,7170,33264,0.92,0.045454545,74900914.25,505.889,8.26,797,68.90884111
11/16/15,Mon,1447632000,7442,33376,0.93,0.010869565,74928309.41,499.1223,8.327,782,69.68332775
11/17/15,Tue,1447718400,7145,33512,1,0.075268817,74956103,500.689,8.153,762,74.956103
11/18/15,Wed,1447804800,7373,33629,1,0,74983355.03,515.9244,8.55,774,74.98335503
11/19/15,Thu,1447891200,8876,33765,0.94,-0.06,75009918.47,527.3325,8.807,882,70.50932336
11/20/15,Fri,1447977600,6348,33883,0.92,-0.021276596,75035048.94,444.6029,7.975,814,69.03224502
11/21/15,Sat,1448064000,6822,33999,0.96,0.043478261,75061831.13,452.9449,7.601,832,72.05935788
11/22/15,Sun,1448150400,7083,34447,0.97,0.010416667,75088819.72,453.2137,7.533,816,72.83615513
11/23/15,Mon,1448236800,8260,34594,0.92,-0.051546392,75116092.06,460.4471,7.566,863,69.1068047
11/24/15,Tue,1448323200,7152,34812,0.91,-0.010869565,75142940.19,451.9348,7.665,828,68.38007557
11/25/15,Wed,1448409600,7098,34913,0.87,-0.043956044,75169412.06,437.6937,7.517,807,65.39738849
11/26/15,Thu,1448496000,7278,35071,0.86,-0.011494253,75195950.5,440.4046,7.498,784,64.66851743
11/27/15,Fri,1448582400,6639,35136,0.88,0.023255814,75223837.38,458.006,7.47,790,66.19697689
11/28/15,Sat,1448668800,6817,35204,0.91,0.034090909,75251045.34,460.0296,7.721,774,68.47845126
11/29/15,Sun,1448755200,6853,35288,0.87,-0.043956044,75278393.16,467.2217,7.721,776,65.49220205
11/30/15,Mon,1448841600,8986,35402,0.88,0.011494253,75305749.41,470.9538,7.781,864,66.26905948
12/1/15,Tue,1448928000,6794,35508,0.87,-0.011363636,75333292.22,470.8828,7.873,847,65.53996423
12/3/15,Thu,1449100800,6971,35610,0.83,-0.045977011,75361355.5,465.4228,7.588,778,62.54992507
12/2/15,Wed,1449014400,6502,35709,0.82,-0.012048193,75387362.53,446.5842,7.818,819,61.81763728
12/4/15,Fri,1449187200,6898,35879,0.84,0.024390244,75414041.91,464.769,7.833,804,63.3477952
12/5/15,Sat,1449273600,6784,36022,0.87,0.035714286,75440623.78,484.0832,8.164,835,65.63334269
12/6/15,Sun,1449360000,9103,36291,0.83,-0.045977011,75466879.56,456.1653,7.852,877,62.63751004
12/7/15,Mon,1449446400,7141,36437,0.79,-0.048192771,75493598.47,451.5806,7.648,775,59.63994279
12/8/15,Tue,1449532800,6697,36557,0.81,0.025316456,75519910.97,440.4392,7.548,771,61.17112788
12/9/15,Wed,1449619200,7001,36673,0.81,0,75548235.03,451.5592,7.35,779,61.19407038
12/10/15,Thu,1449705600,7444,36820,0.84,0.037037037,75575712.38,472.5491,7.773,820,63.4835984
12/11/15,Fri,1449792000,8105,36951,0.9,0.071428571,75602735.19,482.2872,8.06,884,68.04246167
12/12/15,Sat,1449878400,8205,37373,0.96,0.066666667,75629941.75,485.3189,8.045,916,72.60474408
12/13/15,Sun,1449964800,7426,37569,0.92,-0.041666667,75657849.09,527.4325,8.472,845,69.60522117
12/14/15,Mon,1450051200,15550,37729,0.99,0.076086957,75684557.69,507.6232,8.576,1752,74.92771211
12/15/15,Tue,1450137600,21098,37850,1,0.01010101,75711572.22,525.7241,8.769,1834,75.71157222
12/16/15,Wed,1450224000,10304,37990,0.8,-0.2,75738029.56,507.043,8.562,1216,60.59042365
12/17/15,Thu,1450310400,9612,38358,0.94,0.175,75764912.69,525.5147,8.734,1053,71.21901793
12/18/15,Fri,1450396800,9032,38634,0.9,-0.042553191,75791584.25,521.94,8.78,1057,68.21242583
12/19/15,Sat,1450483200,9314,38756,0.89,-0.011111111,75818278.78,521.0237,8.719,1009,67.47826812
12/20/15,Sun,1450569600,9879,38902,1.07,0.202247191,75844714.88,508.7178,8.54,1103,81.15384492
12/21/15,Mon,1450656000,12063,39082,0.91,-0.14953271,75871172.69,503.4873,8.513,1172,69.04276715
12/22/15,Tue,1450742400,21027,39208,0.88,-0.032967033,75898547.06,532.5519,8.74,2045,66.79072142
12/23/15,Wed,1450828800,22740,39317,0.87,-0.011363636,75925946.44,515.6242,8.532,1544,66.0555734
12/24/15,Thu,1450915200,13494,39422,0.87,0,75952633,510.9724,8.569,1292,66.07879071
12/25/15,Fri,1451001600,9521,39537,0.88,0.011494253,75979436.59,513.0784,8.546,1042,66.8619042
12/26/15,Sat,1451088000,10726,39678,0.85,-0.034090909,76005996.75,503.1197,8.456,1074,64.60509724
12/27/15,Sun,1451174400,21867,39822,0.92,0.082352941,76032850.5,513.1455,8.589,1575,69.95022246
12/28/15,Mon,1451260800,12368,40010,0.87,-0.054347826,76059908.47,519.2876,8.532,1239,66.17212037
12/29/15,Tue,1451347200,11358,40182,0.86,-0.011494253,76086569.56,507.0365,8.605,1200,65.43444982
12/30/15,Wed,1451433600,21767,40333,0.89,0.034883721,76113305.81,505.9181,8.478,1564,67.74084217
12/31/15,Thu,1451520000,10301,40566,0.95,0.06741573,76140217.84,511.0014,8.543,1057,72.33320695
1/1/16,Fri,1451606400,8233,40701,0.92,-0.031578947,76166284.41,498.5749,8.547,885,70.07298165
1/2/16,Sat,1451692800,9164,40850,0.95,0.032608696,76193668.31,492.1201,8.147,954,72.3839849
1/3/16,Sun,1451779200,9258,41000,0.96,0.010526316,76221344.09,509.4547,8.312,955,73.17249033
1/4/16,Mon,1451865600,9474,41198,0.95,-0.010416667,76248764.72,508.1827,8.334,981,72.43632648
1/5/16,Tue,1451952000,16430,41381,0.94,-0.010526316,76276603.94,513.2618,8.306,1396,71.7000077
1/6/16,Wed,1452038400,17074,41647,0.95,0.010638298,76304229.41,513.8092,8.423,1553,72.48901794
1/7/16,Thu,1452124800,22075,41869,0.94,-0.010526316,76331251.59,490.9855,8.21,1550,71.7513765
1/8/16,Fri,1452211200,10919,42078,0.99,0.053191489,76359248.31,516.4913,8.302,1080,75.59565583
1/9/16,Sat,1452297600,11793,42411,0.99,0,76386844.09,514.4362,8.433,1209,75.62297565
1/10/16,Sun,1452384000,10320,42678,1,0.01010101,76414132.06,510.7642,8.337,1044,76.41413206
1/11/16,Mon,1452470400,10893,43005,1.08,0.08,76441137.22,541.9062,8.828,1058,82.5564282
1/12/16,Tue,1452556800,10862,43351,1.22,0.12962963,76467038,522.5879,8.89,1094,93.28978636
1/13/16,Wed,1452643200,17665,43579,1.14,-0.06557377,76493573.31,508.8842,8.484,1423,87.20267358
1/14/16,Thu,1452729600,10653,43804,1.16,0.01754386,76520492.53,532.0852,8.735,1062,88.76377134
1/15/16,Fri,1452816000,9875,44209,1.2,0.034482759,76547289.88,550.7681,8.996,1006,91.85674785
1/16/16,Sat,1452902400,10664,44494,1.22,0.016666667,76573813,557.6853,9.202,967,93.42005186
1/17/16,Sun,1452988800,9747,44771,1.31,0.073770492,76600412.84,548.1829,9.068,887,100.3465408
1/18/16,Mon,1453075200,12916,45167,1.47,0.122137405,76627033,575.3153,9.454,1057,112.6417385
1/19/16,Tue,1453161600,13420,45486,1.22,-0.170068027,76653125.81,572.2182,9.539,1107,93.51681349
1/20/16,Wed,1453248000,10610,45937,1.54,0.262295082,76679668.31,572.1047,9.414,959,118.0866892
1/21/16,Thu,1453334400,10734,46362,1.54,0,76705587.53,573.709,9.598,944,118.1266048
1/22/16,Fri,1453420800,13848,46783,1.52,-0.012987013,76731842.53,597.3168,9.897,1027,116.6324006
1/23/16,Sat,1453507200,11025,47374,2.03,0.335526316,76757612.22,596.8191,10.059,906,155.8179528
1/24/16,Sun,1453593600,12798,48105,2.1,0.034482759,76784855.19,628.651,10.133,993,161.2481959
1/25/16,Mon,1453680000,17121,48925,2.5,0.19047619,76810552.22,605.5737,10.33,1335,192.0263805
1/26/16,Tue,1453766400,16511,49844,2.3,-0.08,76837541.44,658.7338,10.611,1228,176.7263453
1/27/16,Wed,1453852800,18747,50637,2.42,0.052173913,76863642.22,647.7358,10.82,1566,186.0100142
1/28/16,Thu,1453939200,16765,51643,2.55,0.053719008,76890206.91,624.3007,10.449,1424,196.0700276
1/29/16,Fri,1454025600,16395,52611,2.41,-0.054901961,76916367.38,639.9955,10.883,1308,185.3684454
1/30/16,Sat,1454112000,14661,53598,2.44,0.012448133,76942560.5,647.0259,10.876,1179,187.7398476
1/31/16,Sun,1454198400,14166,54494,2.2,-0.098360656,76968242.38,615.8746,10.696,1135,169.3301332
2/1/16,Mon,1454284800,14199,55186,2.17,-0.013636364,76994673.63,654.1278,10.917,1081,167.0784418
2/2/16,Tue,1454371200,14291,55768,2.45,0.129032258,77020542.06,630.3772,10.674,1077,188.7003281
2/3/16,Wed,1454457600,14274,56445,2.53,0.032653061,77047840.03,672.6015,10.857,1060,194.9310353
2/4/16,Thu,1454544000,14371,57050,2.57,0.015810277,77074402.38,670.991,11.114,1087,198.0812141
2/5/16,Fri,1454630400,15249,57863,2.56,-0.003891051,77100960.97,670.5626,11.176,1117,197.3784601
2/6/16,Sat,1454716800,31418,58402,2.53,-0.01171875,77127306.75,647.0863,10.867,1678,195.1320861
2/7/16,Sun,1454803200,14264,58925,3,0.185770751,77153991.44,670.8703,11.05,1026,231.4619743
2/8/16,Mon,1454889600,14719,59593,3.16,0.053333333,77180646.44,700.3927,11.54,1034,243.8908427
2/9/16,Tue,1454976000,15517,60346,3.76,0.189873418,77207117.53,674.4033,11.245,1032,290.2987619
2/10/16,Wed,1455062400,17141,61635,4.35,0.156914894,77233278.78,686.6895,11.659,1106,335.9647627
2/11/16,Thu,1455148800,21440,63947,6.38,0.466666667,77259756.59,715.549,11.994,1280,492.9172471
2/13/16,Sat,1455321600,19327,65365,5.22,-0.181818182,77286638.16,728.3101,12.097,1222,403.4362512
2/12/16,Fri,1455235200,18109,66901,5.27,0.009578544,77313140.19,689.224,11.553,1171,407.4402488
2/14/16,Sun,1455408000,16624,68010,5.2,-0.013282732,77339469.25,744.6017,12.497,1140,402.1652401
2/15/16,Mon,1455494400,17159,68996,5.22,0.003846154,77365694.56,760.8675,12.875,1127,403.8489256
2/16/16,Tue,1455580800,17549,69956,4.25,-0.185823755,77392140.34,758.1305,12.696,1128,328.9165965
2/17/16,Wed,1455667200,19990,70919,3.86,-0.091764706,77417812.38,737.5344,12.722,1265,298.8327558
2/18/16,Thu,1455753600,16969,71720,4.36,0.129533679,77444027.22,723.4539,12.182,1109,337.6559587
2/19/16,Fri,1455840000,18412,73097,4.45,0.020642202,77470682.69,758.4649,12.651,1157,344.744538
2/20/16,Sat,1455926400,16714,73761,4.37,-0.017977528,77497243.47,772.541,12.814,1046,338.662954
2/21/16,Sun,1456012800,17119,75500,4.63,0.059496568,77523780.03,776.957,12.959,1051,358.9351015
2/22/16,Mon,1456099200,18190,76417,5.6,0.20950324,77550537.84,818.0979,13.432,1090,434.2830119
2/23/16,Tue,1456185600,18482,77363,5.7,0.017857143,77576707.84,822.7791,13.784,1117,442.1872347
2/24/16,Wed,1456272000,19540,78179,6.23,0.092982456,77603134.72,822.5628,13.623,1109,483.4675293
2/25/16,Thu,1456358400,19503,79187,5.93,-0.048154093,77629958.47,833.5308,13.574,1114,460.3456537
2/26/16,Fri,1456444800,21068,80568,6.03,0.016863406,77656612.53,851.8002,14.049,1289,468.2693736
2/27/16,Sat,1456531200,18981,81372,6.31,0.046434494,77682812.38,871.6768,14.565,1102,490.1785461
2/28/16,Sun,1456617600,19063,82742,6.5,0.030110935,77709234.41,889.7172,14.737,1091,505.1100236
2/29/16,Mon,1456704000,20358,84582,6.35,-0.023076923,77734463.94,868.457,14.937,1175,493.613846
3/1/16,Tue,1456790400,21778,86447,7.59,0.195275591,77760945.03,887.58,14.453,1157,590.2055728
3/2/16,Wed,1456876800,23562,88628,8.7,0.146245059,77787589.25,915.7752,14.99,1199,676.7520265
3/3/16,Thu,1456963200,24837,90921,9.35,0.074712644,77813700.5,945.4459,15.599,1248,727.5580997
3/4/16,Fri,1457049600,24287,93327,9.96,0.065240642,77839585.81,970.9779,16.141,1249,775.2822747
3/5/16,Sat,1457136000,27115,96435,11,0.104417671,77866168,1022.7687,16.473,1314,856.527848
3/6/16,Sun,1457222400,27661,99307,10.98,-0.001818182,77891567.69,1030.5122,17.342,1366,855.2494132
3/7/16,Mon,1457308800,23271,101184,9.5,-0.134790528,77917553.16,1037.0411,17.164,1218,740.216755
3/8/16,Tue,1457395200,24104,103555,9.88,0.04,77943376.28,1054.0514,17.492,1242,770.0805577
3/9/16,Wed,1457481600,24557,105944,11.55,0.16902834,77969119.56,1074.1375,17.867,1279,900.5433309
3/10/16,Thu,1457568000,24814,108347,11.11,-0.038095238,77995747.06,1131.0236,18.006,1222,866.5327499
3/11/16,Fri,1457654400,23124,109835,11.25,0.01260126,78022049.56,1135.2724,18.682,1211,877.7480576
3/12/16,Sat,1457740800,27887,111755,13.25,0.177777778,78048419.72,1189.2959,19.655,1385,1034.141561
3/13/16,Sun,1457827200,28127,113690,15,0.132075472,78075670.19,1270.7701,20.15,1392,1171.135053
3/14/16,Mon,1457913600,28528,115840,12.5,-0.166666667,78102078.16,1231.9938,20.066,1501,976.275977
3/15/16,Tue,1458000000,29273,117680,13.09,0.0472,78133301.75,1259.5857,17.572,1318,1022.76492
3/16/16,Wed,1458086400,27596,119290,12.92,-0.012987013,78164791.91,1285.0031,17.778,1316,1009.889111
3/17/16,Thu,1458172800,33531,120974,11.14,-0.137770898,78196816.44,1325.0584,18.039,1421,871.1125351
3/18/16,Fri,1458259200,31821,122851,10.75,-0.035008977,78228103.63,1327.059,18.3,1403,840.952114
3/19/16,Sat,1458345600,34779,124108,10.55,-0.018604651,78260182.06,1376.7015,18.652,1494,825.6449208
3/20/16,Sun,1458432000,32447,125636,10.06,-0.046445498,78291777.22,1413.2109,19.423,1446,787.6152788
3/21/16,Mon,1458518400,32511,127167,11.97,0.189860835,78323160.19,1392.9337,19.269,1498,937.5282274
3/22/16,Tue,1458604800,32890,128345,10.96,-0.084377611,78354872.06,1431.5834,19.568,1514,858.7693978
3/23/16,Wed,1458691200,31786,129689,12.29,0.121350365,78386166.13,1354.125,18.766,1529,963.3659817
3/24/16,Thu,1458777600,36947,130970,11.13,-0.094385679,78418237.22,1465.4863,19.801,1862,872.7949802
3/25/16,Fri,1458864000,36762,132066,10.69,-0.039532794,78450127.06,1533.2559,20.872,1621,838.6318583
3/26/16,Sat,1458950400,36646,133107,11,0.028999065,78482062.38,1580.9776,21.414,1538,863.3026861
3/27/16,Sun,1459036800,29974,134131,10.5,-0.045454545,78513693.16,1607.1295,21.977,1261,824.3937781
3/28/16,Mon,1459123200,33613,135514,11.58,0.102857143,78544999.72,1572.977,21.768,1568,909.5510967
3/29/16,Tue,1459209600,33915,137297,11.73,0.012953368,78576437.53,1640.0171,22.514,1389,921.7016122
3/30/16,Wed,1459296000,36767,139755,11.88,0.012787724,78608138,1661.3373,22.822,1572,933.8646794
3/31/16,Thu,1459382400,32259,141814,11.41,-0.03956229,78639526.91,1740.8734,23.889,1405,897.277002
4/1/16,Fri,1459468800,33320,142900,11.63,0.019281332,78671411.59,1752.2564,23.749,1493,914.9485168
4/2/16,Sat,1459555200,29358,144015,11.61,-0.00171969,78702492.84,1690.6343,23.52,1235,913.7359419
4/3/16,Sun,1459641600,29588,144966,11.58,-0.002583979,78734222.53,1772.864,24.296,1245,911.7422969
4/4/16,Mon,1459728000,34907,146172,11.1,-0.041450777,78766175.66,1851.6657,25.246,1502,874.3045498
4/5/16,Tue,1459814400,39173,147380,10.39,-0.063963964,78797750.5,1865.48,25.706,1528,818.7086277
4/6/16,Wed,1459900800,32078,148499,10.79,0.038498556,78829013.16,1844.567,25.667,1337,850.565052
4/7/16,Thu,1459987200,31893,149643,10.08,-0.065801668,78860180.5,1769.2094,24.64,1404,794.9106194
4/8/16,Fri,1460073600,34010,150453,9.74,-0.033730159,78892094.88,1920.6299,26.14,1541,768.4090041
4/9/16,Sat,1460160000,31923,151383,9.16,-0.059548255,78923008.47,1931.9635,26.843,1318,722.9347576
4/10/16,Sun,1460246400,32237,152608,8.8,-0.03930131,78954790.19,1988.8526,27.084,1281,694.8021537
4/11/16,Mon,1460332800,30327,153660,8.72,-0.009090909,78985756.75,1941.1691,27.012,1262,688.7557989
4/12/16,Tue,1460419200,34673,154885,7.53,-0.13646789,79017139.56,1905.1962,26.095,1451,594.9990609
